reason,label
day is not required for anticipated dates,4
"due to the pandemic, there were logistical issues in continuing the study",4
global recall of the comparator device,4
due to the rapid shifting of liver cancer disease landscape and the company's adjustment of development strategy,4
redesigned trial using another placebo controlled drug,4
because of corona virus epidemic,4
strategic change to clinical development plan,4
the poc test was withdrawn by manufacturer,4
"it is unlikely that the scientific question will ever be answered. thus, it would be considered unethical to continue the trial",4
priority changes of the company,4
poor participate rate,1
mutual decision between the investigators and the sponsor,4
the study was stopped because the manufacturer stopped producing the heartware lvad device,4
